epoch,time,train/box_loss,train/pose_loss,train/kobj_loss,train/cls_loss,train/dfl_loss,train/rle_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(P),metrics/recall(P),metrics/mAP50(P),metrics/mAP50-95(P),val/box_loss,val/pose_loss,val/kobj_loss,val/cls_loss,val/dfl_loss,val/rle_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
87,41628.6,0.70497,1.89427,0.18643,0.32434,0.01181,0.31163,0.97469,0.98153,0.99184,0.89291,0.92294,0.89614,0.90301,0.78316,0.5037,1.18708,0.05721,0.18828,0.01082,0,0.0248916,0.0082972,0.0248916,0.0082972,0.0248916,0.0082972,0.0248916,0.0082972
88,42094.3,0.69964,1.90217,0.18444,0.33141,0.01171,0.2999,0.97617,0.98145,0.99197,0.89367,0.92271,0.89729,0.90338,0.7841,0.50357,1.18501,0.05707,0.18782,0.01082,0,0.0248322,0.0082774,0.0248322,0.0082774,0.0248322,0.0082774,0.0248322,0.0082774
89,42564.5,0.69858,1.88697,0.18683,0.31893,0.0117,0.33785,0.97521,0.98127,0.99189,0.89311,0.9222,0.9003,0.90327,0.78411,0.50366,1.18306,0.05687,0.18878,0.01082,0,0.0247728,0.0082576,0.0247728,0.0082576,0.0247728,0.0082576,0.0247728,0.0082576
90,43084.9,0.70237,1.8974,0.18317,0.32629,0.01171,0.29332,0.97597,0.98063,0.99192,0.89377,0.91636,0.90442,0.90297,0.78415,0.50309,1.18152,0.05678,0.1887,0.01081,0,0.0247134,0.0082378,0.0247134,0.0082378,0.0247134,0.0082378,0.0247134,0.0082378
91,43546.5,0.70426,1.88137,0.18242,0.31914,0.01182,0.28789,0.97638,0.98139,0.99178,0.89375,0.92413,0.89871,0.90308,0.7843,0.50271,1.17959,0.05657,0.18803,0.0108,0,0.024654,0.008218,0.024654,0.008218,0.024654,0.008218,0.024654,0.008218
92,44009.2,0.69512,1.89255,0.18319,0.32468,0.01158,0.26176,0.97634,0.98101,0.99165,0.89375,0.92493,0.89818,0.90292,0.78491,0.50246,1.17872,0.05631,0.18856,0.01079,0,0.0245946,0.0081982,0.0245946,0.0081982,0.0245946,0.0081982,0.0245946,0.0081982
93,44469.7,0.70016,1.86916,0.18172,0.32338,0.01161,0.27861,0.97628,0.98114,0.99169,0.89372,0.91688,0.90493,0.9027,0.78363,0.50235,1.17765,0.05616,0.18942,0.01079,0,0.0245352,0.0081784,0.0245352,0.0081784,0.0245352,0.0081784,0.0245352,0.0081784
94,44922.3,0.69747,1.87697,0.18125,0.32279,0.01158,0.27502,0.97648,0.98076,0.99165,0.89501,0.91693,0.90589,0.90309,0.78407,0.50212,1.17566,0.05595,0.18927,0.01078,0,0.0244758,0.0081586,0.0244758,0.0081586,0.0244758,0.0081586,0.0244758,0.0081586
95,45384.1,0.69946,1.87045,0.17904,0.32134,0.0116,0.24926,0.97494,0.98167,0.99168,0.89356,0.92551,0.8969,0.90365,0.78407,0.5016,1.17271,0.05572,0.19011,0.01077,0,0.0244164,0.0081388,0.0244164,0.0081388,0.0244164,0.0081388,0.0244164,0.0081388
96,45849.3,0.70066,1.87853,0.179,0.32085,0.0117,0.28507,0.97592,0.98123,0.99166,0.89529,0.9232,0.89805,0.90339,0.78493,0.5016,1.17141,0.05543,0.1899,0.01077,0,0.024357,0.008119,0.024357,0.008119,0.024357,0.008119,0.024357,0.008119
97,46315,0.69842,1.88507,0.17839,0.31298,0.01165,0.28136,0.9763,0.98025,0.99177,0.89457,0.92472,0.89881,0.90306,0.78471,0.50176,1.17194,0.05521,0.18904,0.01077,0,0.0242976,0.0080992,0.0242976,0.0080992,0.0242976,0.0080992,0.0242976,0.0080992
98,46772.8,0.69825,1.84904,0.17804,0.31927,0.0116,0.24401,0.97762,0.97923,0.99192,0.89458,0.92313,0.89989,0.90318,0.78455,0.50103,1.17052,0.05504,0.18904,0.01075,0,0.0242382,0.0080794,0.0242382,0.0080794,0.0242382,0.0080794,0.0242382,0.0080794
99,47223.3,0.69452,1.87266,0.17907,0.31754,0.01148,0.25562,0.97388,0.98216,0.9917,0.89447,0.92427,0.89843,0.9028,0.7846,0.50007,1.16879,0.05483,0.18924,0.01073,0,0.0241788,0.0080596,0.0241788,0.0080596,0.0241788,0.0080596,0.0241788,0.0080596
100,47685.2,0.69346,1.84509,0.17808,0.31665,0.01158,0.26022,0.9769,0.98065,0.9918,0.89458,0.91908,0.90391,0.90282,0.78484,0.50029,1.16721,0.05465,0.18814,0.01074,0,0.0241194,0.0080398,0.0241194,0.0080398,0.0241194,0.0080398,0.0241194,0.0080398
101,48217.7,0.70998,1.90413,0.18393,0.3405,0.01193,0.35383,0.97734,0.97936,0.99185,0.89376,0.92471,0.89869,0.90311,0.78524,0.49982,1.16476,0.05472,0.18896,0.01073,0,0.02406,0.00802,0.02406,0.00802,0.02406,0.00802,0.02406,0.00802
